1	'Vinyl'	10	5.38	6	0	1.35
2	'Cassette'	7	9.70	7	0	5.76
3	'Vinyl'	16	22.10	9	0	6.48
10	'Vinyl'	18	21.23	14	0	4.20
22	'CD'	16	13.75	6	0	5.72
40	'CD'	8	9.44	8	0	6.72
41	'Cassette'	22	19.62	14	0	7.33
44	'CD'	14	20.91	9	0	14.25
50	'CD'	21	17.63	9	0	11.43
51	'Vinyl'	10	22.89	13	0	16.17
72	'CD'	4	22.59	11	0	5.25
76	'Vinyl'	15	19.59	7	0	15.52
104	'Cassette'	24	19.65	1	0	9.55
119	'Vinyl'	17	23.20	2	0	17.73
120	'CD'	15	6.77	6	0	2.40
134	'CD'	4	24.47	11	3	19.12
139	'Vinyl'	23	13.49	14	0	2.25
144	'Cassette'	15	7.98	10	0	2.76
145	'Vinyl'	25	20.90	9	0	7.92
149	'CD'	19	25.72	7	0	5.13
150	'CD'	4	14.15	6	0	6.16
156	'CD'	20	20.30	13	0	12.83
158	'Vinyl'	24	13.60	6	0	9.19
172	'Vinyl'	22	21.28	11	0	4.77
176	'CD'	22	21.73	1	3	11.60
177	'CD'	13	13.54	7	0	4.10
179	'CD'	19	5.71	15	0	2.31
180	'CD'	5	9.63	14	0	6.80
184	'CD'	22	25.17	7	0	17.10
191	'CD'	6	14.56	12	0	11.24
192	'CD'	3	8.11	2	0	1.60
196	'Cassette'	7	10.34	2	0	8.71
200	'Vinyl'	9	7.72	2	0	2.60
205	'Cassette'	6	19.38	3	0	15.72
206	'Vinyl'	2	19.78	1	0	11.95
207	'CD'	2	11.10	3	0	6.40
214	'Cassette'	14	25.11	0	12	17.19
216	'CD'	9	20.11	8	0	7.70
220	'Vinyl'	23	18.82	14	0	7.78
222	'Cassette'	16	17.82	10	0	12.87
236	'CD'	17	5.33	10	0	4.66
237	'Vinyl'	6	13.72	13	0	10.59
238	'Vinyl'	24	17.22	12	0	3.80
246	'Cassette'	3	5.60	7	0	1.39
247	'CD'	11	5.82	14	0	4.79
263	'Vinyl'	2	18.51	5	0	9.95
270	'Vinyl'	2	24.46	15	0	12.14
272	'Cassette'	20	11.52	12	0	5.33
273	'Cassette'	3	15.12	1	0	4.48
278	'Vinyl'	16	20.62	9	0	4.56
283	'Vinyl'	25	19.30	12	0	13.58
285	'Vinyl'	10	6.70	7	0	1.97
295	'Vinyl'	10	18.52	9	0	4.10
296	'Vinyl'	24	18.28	5	0	9.53
305	'Cassette'	20	5.14	13	0	4.16
309	'Cassette'	8	15.20	5	0	8.10
324	'CD'	4	21.30	14	0	12.32
332	'CD'	9	20.93	9	0	7.21
337	'Vinyl'	4	7.17	14	0	4.76
339	'Cassette'	5	25.49	1	0	5.11
348	'CD'	4	6.32	8	0	2.51
349	'Cassette'	13	14.70	13	0	9.34
351	'CD'	13	6.45	15	0	1.30
352	'CD'	7	22.77	8	1	16.25
361	'Cassette'	16	24.46	11	0	7.26
362	'Vinyl'	19	10.80	6	0	5.40
363	'Vinyl'	3	9.92	7	0	3.20
366	'CD'	11	8.14	8	0	5.43
371	'Cassette'	21	6.34	9	0	3.11
372	'Cassette'	25	25.66	1	0	13.84
374	'Cassette'	24	16.99	7	0	9.82
376	'CD'	12	24.17	6	0	13.40
382	'Vinyl'	25	11.54	13	0	2.45
383	'CD'	22	8.46	10	0	5.86
386	'Vinyl'	7	8.59	4	0	5.10
416	'Cassette'	7	6.80	2	8	1.33
425	'Vinyl'	17	20.43	12	0	15.15
430	'Cassette'	16	7.53	9	0	1.25
433	'Vinyl'	5	8.20	9	0	6.56
434	'CD'	14	8.89	2	0	5.12
443	'CD'	24	7.37	3	0	2.63
445	'Cassette'	8	11.24	12	0	8.50
450	'Vinyl'	16	22.14	9	0	17.57
457	'CD'	13	11.47	15	0	8.47
465	'Vinyl'	17	18.88	3	0	8.70
466	'Vinyl'	17	6.50	1	0	2.21
475	'CD'	17	13.45	4	0	5.97
486	'CD'	13	18.10	11	0	3.30
488	'Vinyl'	18	16.19	14	0	4.62
493	'CD'	2	16.73	12	0	3.16
494	'CD'	9	14.10	4	0	8.19
504	'Vinyl'	18	15.36	15	0	9.41
505	'CD'	21	21.58	9	0	14.30
507	'Cassette'	1	8.51	1	0	4.55
526	'CD'	17	16.43	8	0	4.20
531	'CD'	14	13.46	2	0	3.70
533	'Vinyl'	7	23.17	1	10	16.13
538	'CD'	12	11.57	7	0	3.42
539	'Vinyl'	11	16.35	12	3	12.65
540	'Vinyl'	20	13.21	6	0	10.82
541	'Vinyl'	11	10.17	15	0	6.77
546	'Cassette'	22	18.49	12	0	14.22
551	'Vinyl'	17	24.15	14	0	4.92
560	'CD'	17	25.59	8	0	6.78
561	'Cassette'	5	6.54	0	10	4.98
569	'CD'	13	7.90	3	0	4.62
578	'Cassette'	6	8.95	1	0	3.90
581	'Vinyl'	24	6.17	6	0	3.38
583	'Vinyl'	13	19.58	15	0	3.18
587	'Cassette'	10	16.73	15	0	10.23
588	'Cassette'	10	9.72	7	0	6.65
593	'Cassette'	15	18.91	7	0	8.33
608	'Vinyl'	2	15.15	1	0	9.52
610	'Cassette'	7	24.74	14	0	8.22
612	'CD'	23	21.38	10	0	6.79
622	'CD'	8	13.46	6	0	4.17
630	'Cassette'	24	16.78	2	0	3.90
631	'Vinyl'	14	5.15	15	0	4.20
638	'Cassette'	25	8.93	11	0	3.11
640	'Vinyl'	8	19.43	14	0	8.45
651	'Vinyl'	6	18.16	1	0	9.61
652	'Vinyl'	1	10.25	3	0	8.11
654	'Cassette'	16	9.89	7	0	6.54
659	'Vinyl'	19	20.59	3	0	6.90
661	'Vinyl'	24	24.65	14	0	18.90
662	'CD'	9	5.12	2	0	4.91
666	'Vinyl'	20	15.42	3	0	7.32
670	'Cassette'	3	6.50	13	0	1.24
671	'Cassette'	7	8.52	2	0	5.88
682	'Cassette'	17	17.32	5	0	7.43
683	'Vinyl'	24	6.49	5	0	1.20
684	'Cassette'	7	12.93	10	0	3.83
691	'CD'	1	7.56	9	0	4.50
696	'Vinyl'	19	14.44	14	0	6.58
700	'Cassette'	7	24.16	3	0	10.61
711	'Vinyl'	8	20.16	12	0	16.46
712	'Vinyl'	20	5.98	6	0	2.48
713	'Cassette'	15	15.30	12	0	9.43
715	'Vinyl'	10	5.60	8	0	4.62
718	'Cassette'	12	22.29	5	0	14.39
735	'CD'	2	21.75	5	0	5.95
736	'Cassette'	14	17.75	2	0	11.99
742	'Cassette'	20	11.53	5	0	5.27
755	'Cassette'	23	6.32	12	0	3.93
762	'Vinyl'	16	21.64	6	0	7.61
767	'Vinyl'	25	21.38	5	0	9.34
